afile	alang	akorp	astatus	sentlength	ppron	possdet	indef	cconj	whconj	relativ	pied	correl	copula	attrib	pasttense	lexdens	lexTTR	mquantif	mpred	finites	infs	pverbals	deverbals	bypassives	shortpassives	sconj	addit	advers	caus	tempseq	epist	but	comp	sup	neg	numcls	simple	demdets	nnargs	mhd	mdd	acl	aux	aux:pass	ccomp	nsubj:pass	parataxis	xcomp
EN_1_3	en	rltc	stu	18.275	0.0396716826	0.0027359781	0.0013679891	0.65	0.075	0.275	0.025	0.025	0.475	1.175	0.425	0.4459644323	0.9702380952	0.0027359781	0.25	0.8831168831	0.0909090909	0.025974026	0.1558441558	0.025	0.125	0.325	0	0.05	0	0.125	0.075	0.225	0.0909090909	0.0340909091	0.225	1.075	0.425	0.0082079343	0.6435643564	3.1541592417	1.3554992631	0.0494047619	0.2038095238	0.0531547619	0.0770833333	0.0219047619	0.0458333333	0.0633928571
EN_1_241	en	rltc	stu	21.7272727273	0.0125523013	0.0020920502	0	0.6363636364	0.1818181818	0.1818181818	0.0454545455	0	0.4545454545	1	0.8636363636	0.3765690377	0.9574468085	0.0062761506	0.3636363636	1	0.0256410256	0.0256410256	0.2051282051	0.0909090909	0.1818181818	0.3181818182	0.0909090909	0.0454545455	0	0	0.0909090909	0.2272727273	0.0652173913	0.0434782609	0.0909090909	0.9545454545	0.5454545455	0.0146443515	0.7659574468	3.2360693499	1.565094706	0.0681818182	0.253030303	0.075	0.0166666667	0.075	0.0515151515	0.0393939394
EN_1_353	en	rltc	stu	22.125	0.011299435	0	0.0028248588	0.9375	0	0.375	0	0	0.75	1.875	0.375	0.4491525424	0.9464285714	0.0225988701	0.5625	0.8611111111	0.1111111111	0.0555555556	0.1388888889	0.0625	0.125	0.125	0.1875	0.1875	0	0	0.125	0.0625	0.15	0.0166666667	0	1.25	0.4375	0.0056497175	0.6428571429	3.0773319174	1.3680471124	0.0958333333	0.3761904762	0.0303571429	0.075	0.0178571429	0.03125	0.0729166667
EN_1_274	en	rltc	stu	22.7222222222	0.0244498778	0	0.0024449878	0.5555555556	0.0555555556	0.3333333333	0.0555555556	0	0.2222222222	0.9444444444	1.2222222222	0.3569682152	0.9931972789	0.0048899756	0.2777777778	0.8048780488	0.1219512195	0.0243902439	0.1219512195	0	0.1666666667	0.1666666667	0.1111111111	0.1111111111	0	0.0555555556	0	0.1666666667	0.0285714286	0	0.1666666667	1.1666666667	0.2777777778	0.0024449878	0.6666666667	3.459897287	1.3588377564	0.0092592593	0.1944444444	0.0842592593	0.0740740741	0.0453703704	0.0314814815	0.0666666667
EN_1_129	en	rltc	stu	21.6315789474	0.0291970803	0.00243309	0.00243309	0.4210526316	0.0526315789	0.1052631579	0	0	0.4736842105	1.1578947368	1.3157894737	0.396593674	0.9819277108	0.0072992701	0.1578947368	0.9444444444	0.0555555556	0.1111111111	0.1388888889	0.0526315789	0	0.5789473684	0	0.1578947368	0.0526315789	0	0.1052631579	0.0526315789	0.0204081633	0.1224489796	0.3157894737	1.3157894737	0.2631578947	0.00243309	0.5957446809	3.5302012607	1.5669193185	0.0543859649	0.1368421053	0.0175438596	0.0894736842	0.0175438596	0.1184210526	0.0263157895
EN_1_273	en	rltc	stu	25.7209302326	0.0325497288	0.0099457505	0.0009041591	0.5581395349	0.023255814	0.3023255814	0	0	0.4651162791	1.2325581395	1.2558139535	0.4032549729	0.9780701754	0.0063291139	0.2093023256	0.7421875	0.1328125	0.0625	0.0703125	0	0.0465116279	0.3953488372	0.0697674419	0.1395348837	0.0465116279	0.1162790698	0.1162790698	0.0465116279	0.0701754386	0.0263157895	0.2558139535	1.7209302326	0.2325581395	0.0108499096	0.6458333333	3.8377924359	1.5160789855	0.0634366925	0.2082687339	0.0064599483	0.1625322997	0.0025839793	0.0363049096	0.1328165375
EN_1_387	en	rltc	stu	26.1428571429	0.0300546448	0.0027322404	0.0027322404	0.7142857143	0.0714285714	0.2857142857	0	0	0.5714285714	1.6428571429	1.2857142857	0.4180327869	0.9870967742	0.0027322404	0	0.7	0.2666666667	0.1666666667	0.0333333333	0	0.1428571429	0.2857142857	0	0.0714285714	0	0.1428571429	0	0.1428571429	0	0.023255814	0.1428571429	1.5714285714	0.2857142857	0.0136612022	0.5	3.7419032253	1.6516759927	0.2142857143	0.0178571429	0.0595238095	0	0.0595238095	0.0773809524	0.0523809524
EN_5_10	en	rltc	stu	19.1219512195	0.0573979592	0.0012755102	0.012755102	0.2682926829	0.1219512195	0.1951219512	0	0	0.3902439024	0.9756097561	0.9024390244	0.4183673469	0.9879518072	0.006377551	0.243902439	0.73	0.18	0.02	0.14	0	0.0975609756	0.3658536585	0	0.0731707317	0.0487804878	0.0487804878	0.0243902439	0.0975609756	0.0283018868	0.0094339623	0.1707317073	1.487804878	0.3658536585	0.0178571429	0.4732142857	3.3635185118	1.2977745958	0.0396631823	0.297812621	0.0162601626	0.0899341851	0.0142276423	0.0703252033	0.1284746419
EN_1_114	en	rltc	stu	32.4	0.0144032922	0.0020576132	0.0020576132	0.8	0.0666666667	0.4	0	0	0.3333333333	1.4666666667	1.2	0.3950617284	0.9948186528	0.0061728395	0.2	0.7234042553	0.1914893617	0.0212765957	0.2340425532	0	0.0666666667	0.5333333333	0	0.2666666667	0	0.0666666667	0.1333333333	0.0666666667	0.1052631579	0.0175438596	0.1333333333	2	0.2	0.0061728395	0.6530612245	3.4338072466	1.4146646892	0.0222222222	0.1322222222	0.0111111111	0.0461111111	0.0111111111	0.0822222222	0.0655555556
EN_1_295	en	rltc	stu	20.7884615385	0.0536540241	0	0.0064754857	0.5	0.0769230769	0.2115384615	0.0192307692	0	0.3653846154	1.2115384615	1.6730769231	0.4005550416	0.9818594104	0.0111008326	0.3846153846	0.8823529412	0.1092436975	0.025210084	0.0924369748	0.0192307692	0.1153846154	0.3653846154	0.0192307692	0.1153846154	0	0.0576923077	0.0384615385	0.0961538462	0.0469798658	0.0134228188	0.2884615385	1.1698113208	0.358490566	0.0092506938	0.4740740741	3.3706925245	1.5278305933	0.0240137221	0.2079086008	0.0407232704	0.0969002695	0.0407232704	0.0172955975	0.0711072994
EN_1_354	en	rltc	stu	31.3	0.0702875399	0.0191693291	0	0.8	0.3	0.4	0.1	0	0.8	0.9	1.7	0.3897763578	0.9682539683	0.0255591054	0.2	1.0344827586	0.0689655172	0.0689655172	0.0344827586	0	0	0.4	0	0.2	0	0.2	0	0.1	0.1111111111	0	0.2	2.2	0.1	0.0127795527	0.3783783784	3.6668480367	1.7131534466	0.05	0.1166666667	0	0.0333333333	0	0.2083333333	0.1166666667
EN_1_83	en	rltc	stu	21.2272727273	0.0128479657	0.0021413276	0.0021413276	0.9545454545	0.0909090909	0.1818181818	0	0	0.4545454545	1.2727272727	0.8636363636	0.4518201285	0.9952830189	0.0042826552	0.5	0.7843137255	0.0392156863	0.0784313725	0.1960784314	0.0454545455	0.1818181818	0.3636363636	0	0	0	0.0454545455	0	0.1363636364	0.0689655172	0	0.1363636364	1.2272727273	0.3636363636	0.0107066381	0.75	3.6132708006	1.4011456794	0.0568181818	0.2840909091	0.0643939394	0.0757575758	0.053030303	0.0151515152	0.1212121212
EN_1_381	en	rltc	stu	19.6756756757	0.0288461538	0	0.0013736264	0.6756756757	0.2702702703	0.1351351351	0	0	0.5405405405	1	0.2972972973	0.456043956	0.9910447761	0.0068681319	0.4054054054	0.8607594937	0.0886075949	0.0506329114	0.1518987342	0	0.1081081081	0.2702702703	0.1081081081	0.0540540541	0.0810810811	0.2702702703	0	0.0540540541	0	0.0430107527	0.2162162162	1.1081081081	0.3783783784	0.0178571429	0.6266666667	3.244676063	1.2969297583	0.0867438867	0.2031853282	0.0455598456	0.0236808237	0.0326898327	0.0619369369	0.039028314
EN_1_53	en	rltc	stu	19.8666666667	0.0201342282	0.0033557047	0.0033557047	0.4	0	0.0666666667	0	0	0.2666666667	1.6	0.2	0.4966442953	0.9736842105	0.0201342282	0.7333333333	0.8	0.1333333333	0	0.1666666667	0	0.1333333333	0.7333333333	0.1333333333	0	0.2	0.2	0	0.0666666667	0.1764705882	0	0.1333333333	0.8125	0.375	0.0134228188	0.7837837838	3.4933506915	1.4646961467	0.0458333333	0.3010416667	0.0208333333	0.0979166667	0.0208333333	0	0.05625
EN_1_102	en	rltc	stu	25	0.0485714286	0	0	0.5	0.2142857143	0.3571428571	0	0	0.6428571429	1.5	1.3571428571	0.4114285714	0.9795918367	0.0085714286	0.2857142857	0.8936170213	0.1276595745	0.0212765957	0.1276595745	0	0	0.7142857143	0	0.0714285714	0.0714285714	0.0714285714	0.0714285714	0.1428571429	0.0526315789	0	0.2857142857	1.7857142857	0.4285714286	0.0085714286	0.6779661017	3.7409749843	1.5324237672	0.0583333333	0.1665584416	0	0.2670995671	0	0.0178571429	0.0588744589
EN_1_263	en	rltc	stu	27.8	0.0107913669	0	0	1.2	0	0.3	0	0	0.6	2.7	0.6	0.5323741007	0.9932885906	0.0107913669	0.3	0.5294117647	0.1764705882	0.0588235294	0.2647058824	0.1	0.1	0.3	0.2	0.3	0	0.1	0	0	0.0952380952	0.0238095238	0.2	2.1	0.1	0	0.7741935484	3.7092130516	1.7242870268	0.1051190476	0.2001190476	0.0583333333	0	0.0333333333	0.0125	0.2569047619
EN_1_179	en	rltc	stu	21.3389830508	0.0174741859	0.0111199365	0.0023828435	0.6440677966	0.0508474576	0.1694915254	0	0	0.2542372881	1.7288135593	1.7966101695	0.4392374901	0.9770318021	0.0071485306	0.1525423729	0.514619883	0.1286549708	0.1461988304	0.1871345029	0	0.0847457627	0.3050847458	0.0677966102	0.1016949153	0.0338983051	0.0508474576	0	0.0847457627	0.0884353741	0	0.1355932203	1.3559322034	0.3050847458	0.0047656871	0.7142857143	3.486119927	1.3555691548	0.1607748184	0.2	0.0225988701	0.0420903955	0.0183615819	0.0563559322	0.085472155
EN_1_175	en	rltc	stu	20.6	0.0533980583	0.001618123	0.003236246	0.6	0.0666666667	0.2666666667	0	0.0333333333	0.5666666667	0.8666666667	0.7	0.4190938511	0.9810606061	0.0080906149	0.3333333333	0.9036144578	0.1807228916	0.0843373494	0.1445783133	0.0333333333	0.0333333333	0.6666666667	0.0333333333	0.1333333333	0.0666666667	0.0333333333	0.1333333333	0.2666666667	0.0886075949	0.0253164557	0.5	1.3666666667	0.2333333333	0.0210355987	0.5445544554	3.3181782455	1.5614712311	0.0872643098	0.2234680135	0.0134006734	0.0832828283	0.0134006734	0.0249074074	0.1015740741
EN_1_29	en	rltc	stu	20.0588235294	0.0263929619	0.0029325513	0	0.8823529412	0	0.0588235294	0	0	0.8235294118	1.3529411765	0.5294117647	0.4545454545	0.9810126582	0.0058651026	0.1176470588	0.8571428571	0.1428571429	0.2857142857	0.3928571429	0.0588235294	0	0.2352941176	0.0588235294	0	0.0588235294	0	0.0588235294	0.0588235294	0.0526315789	0	0.0588235294	1.0588235294	0.4117647059	0.0117302053	0.5555555556	3.0790485016	1.5596256129	0.1450980392	0.137254902	0.0147058824	0.0725490196	0.0147058824	0.0705882353	0.0264705882
EN_1_151	en	rltc	stu	17.9642857143	0.0019880716	0.0039761431	0	0.8928571429	0.0357142857	0.1428571429	0	0	0.2142857143	1.1428571429	0.5	0.4652087475	0.936	0.0039761431	0.0714285714	0.7608695652	0.152173913	0.0217391304	0.1739130435	0.0357142857	0.1428571429	0.1428571429	0.1785714286	0	0.0357142857	0.0714285714	0	0.0357142857	0.1016949153	0.0508474576	0.0714285714	0.6071428571	0.5357142857	0.0059642147	0.8085106383	3.1982328615	1.2672811389	0.0267857143	0.0297619048	0.0845238095	0.0339285714	0.0845238095	0.0357142857	0.0476190476
EN_1_76	en	rltc	stu	20.4	0.0171568627	0.0049019608	0.0024509804	0.65	0.05	0.15	0	0	0.2	1.3	0.8	0.4117647059	0.9940828402	0.012254902	0.35	0.8684210526	0.0263157895	0.0526315789	0.2105263158	0	0.05	0.3	0	0.15	0.05	0	0.05	0.2	0.0517241379	0.0172413793	0.15	0.85	0.55	0.012254902	0.6875	3.318040021	1.4275615055	0.1	0.3	0.0166666667	0.125	0.0166666667	0.05	0.0666666667
EN_3_17	en	rltc	stu	19.6666666667	0.0182529335	0.0039113429	0.001303781	0.7179487179	0.0256410256	0.1794871795	0.0256410256	0	0.0769230769	1.2564102564	0.3076923077	0.482398957	0.9685863874	0.0026075619	0.1282051282	0.5568181818	0.1818181818	0.0454545455	0.1022727273	0	0.0769230769	0.1794871795	0.1794871795	0.1025641026	0	0.1538461538	0.0256410256	0.0769230769	0.1546391753	0.0309278351	0	1.0769230769	0.3846153846	0.0143415906	0.7473684211	3.3226707704	1.263283768	0.1085470085	0.0632478632	0.0153846154	0.0393162393	0.0153846154	0.0358974359	0.0837606838
EN_4_19	en	rltc	stu	19.0163934426	0.0086206897	0.0034482759	0	0.6393442623	0.0163934426	0.0819672131	0.0163934426	0	0.2295081967	1.262295082	0.7704918033	0.425	0.9919517103	0.0077586207	0.131147541	0.75	0.0480769231	0.0576923077	0.2788461538	0.0327868852	0.1475409836	0.262295082	0.0327868852	0.131147541	0	0.0327868852	0.0983606557	0.1475409836	0.0384615385	0.0256410256	0.1475409836	0.7049180328	0.5245901639	0.0094827586	0.8064516129	3.1613368109	1.4417246883	0.0598750976	0.2228337237	0.0640124902	0.0356752537	0.0616705699	0.0078064012	0.0579625293
EN_3_21	en	rltc	stu	25.8095238095	0.0156826568	0.0036900369	0.0046125461	1.2380952381	0.0238095238	0.1904761905	0	0	0.5476190476	1.7619047619	1.4285714286	0.4335793358	0.9730848861	0.0101476015	0.1428571429	0.7319587629	0.1443298969	0.0824742268	0.3917525773	0.0476190476	0.380952381	0.4047619048	0.0476190476	0.0952380952	0.0714285714	0.0476190476	0	0.2380952381	0.0264900662	0	0.1904761905	1.380952381	0.3333333333	0.0221402214	0.7142857143	3.4296360852	1.6259356854	0.1177437642	0.2107709751	0.104138322	0.0524376417	0.0747165533	0.0099206349	0.0710884354
EN_1_291	en	rltc	stu	29.5555555556	0.0056390977	0.0018796992	0	1.1666666667	0	0.2777777778	0.0555555556	0	0.2222222222	1.7777777778	1.6666666667	0.3214285714	0.9884393064	0.0037593985	0.0555555556	0.6086956522	0.152173913	0.152173913	0.2173913043	0.1111111111	0.1111111111	0.3888888889	0.0555555556	0	0	0	0	0.1111111111	0	0.0263157895	0.1111111111	1.6111111111	0.1666666667	0.0037593985	0.8139534884	3.6565645449	1.5957279141	0.2486772487	0.0793650794	0.0638888889	0.0542328042	0.0527777778	0.0324074074	0.1361111111
EN_1_348	en	rltc	stu	16	0.0681818182	0.0113636364	0	0.5	0	0.0454545455	0	0	0.3636363636	0.6818181818	0.6818181818	0.4431818182	1	0.0142045455	0.2727272727	0.8536585366	0.0975609756	0	0.0975609756	0	0.1363636364	0.3181818182	0.0909090909	0.1363636364	0	0.0909090909	0.2272727273	0.2272727273	0.0833333333	0.0416666667	0.0454545455	0.9545454545	0.4545454545	0.0028409091	0.5	3.0999721238	1.1895878112	0.0151515152	0.296969697	0.0303030303	0.05	0.0303030303	0.0984848485	0.1242424242
EN_1_205	en	rltc	stu	25.3636363636	0.0167264038	0.0035842294	0	0.5757575758	0.1818181818	0.3333333333	0	0	0.5151515152	1.6363636364	0.9696969697	0.4157706093	0.9775280899	0.0059737157	0.1818181818	0.7875	0.1	0.0875	0.075	0.0303030303	0.0303030303	0.3636363636	0.1515151515	0.0303030303	0.0909090909	0.0606060606	0.0303030303	0	0.0206185567	0.0618556701	0.0303030303	1.6666666667	0.2121212121	0.009557945	0.7471264368	3.6934325318	1.6000327623	0.1626262626	0.1126262626	0.0363636364	0.0671717172	0.0212121212	0.0757575758	0.0893939394
EN_1_193	en	rltc	stu	34	0.0117647059	0.0019607843	0	1.8666666667	0.0666666667	0.2666666667	0	0	0.4666666667	2.4	0.8	0.4078431373	0.9857819905	0.0117647059	0.2	0.5957446809	0.2553191489	0.1276595745	0.1276595745	0	0.1333333333	0.4666666667	0.2666666667	0.0666666667	0.0666666667	0	0	0.1333333333	0.0967741935	0	0	1.6875	0.3125	0.0019607843	0.7551020408	4.1514731834	1.7711317145	0.1782783189	0.2663465007	0.0364583333	0.0282512626	0.0364583333	0	0.0329184704
EN_1_41	en	rltc	stu	24.4	0.0218579235	0.0054644809	0	0.4	0	0.1333333333	0	0	0.2666666667	1.2	1.1333333333	0.412568306	0.9741935484	0	0	0.641025641	0.1538461538	0.0769230769	0.3333333333	0	0	0.2666666667	0.0666666667	0	0	0.1333333333	0	0.0666666667	0.04	0.08	0.0666666667	1.0666666667	0.4	0.0054644809	0.675	3.7407318098	1.6076087533	0.1722222222	0.25	0	0.1	0	0	0.0166666667
EN_5_17	en	rltc	stu	22.0317460317	0.0158501441	0	0.0014409222	0.619047619	0.0476190476	0.1746031746	0	0.0158730159	0.2698412698	1.619047619	1.6507936508	0.4574927954	0.9534534535	0.0064841499	0.1111111111	0.6535947712	0.2026143791	0.091503268	0.1241830065	0.0317460317	0.126984127	0.3650793651	0.0634920635	0.0952380952	0.0317460317	0.2063492063	0.0317460317	0.0158730159	0.0520231214	0.0231213873	0.1428571429	1.4444444444	0.3650793651	0.0129682997	0.722972973	3.3259611009	1.4593916714	0.0931216931	0.1906084656	0.0473544974	0.030952381	0.0447089947	0.0445767196	0.0912698413
EN_1_145	en	rltc	stu	16.95	0.017699115	0	0	0.55	0.1	0.1	0	0	0.3	1.2	1.1	0.412979351	0.9929078014	0.0029498525	0.15	0.8823529412	0.1470588235	0.0588235294	0.0588235294	0.05	0.05	0.25	0	0.1	0	0.1	0	0.2	0.0540540541	0.027027027	0.1	0.7	0.55	0.01179941	0.7368421053	3.3269761873	1.2271704453	0.0516666667	0.11	0.0625	0.1475	0.0125	0.05	0.0425
EN_4_20	en	rltc	stu	24.84	0.0257648953	0.001610306	0	1.32	0.08	0.16	0	0	0.6	1.72	0.72	0.4798711755	0.9612903226	0.0112721417	0.28	0.803030303	0.1666666667	0.0757575758	0.1363636364	0	0.12	0.48	0.2	0.12	0.04	0.08	0.36	0.24	0.0112359551	0.0112359551	0.28	1.48	0.2	0.0096618357	0.6714285714	3.3415971304	1.6516008215	0.1243333333	0.0717777778	0.025	0.0742222222	0.025	0.0735555556	0.0926666667
EN_3_8	en	rltc	stu	20.9	0.019138756	0	0.004784689	0.9	0.1	0.2	0	0	0.5	1.2	0.5	0.4449760766	1	0.004784689	0.1	0.95	0.1	0	0.15	0	0.3	0.3	0	0	0.1	0	0	0.2	0.0344827586	0	0.1	1.0909090909	0.5454545455	0.009569378	0.7272727273	3.4656403941	1.5458685888	0.1565656566	0.0666666667	0.0505050505	0.0101010101	0.0505050505	0.0363636364	0.0303030303
EN_1_289	en	rltc	stu	15.45	0.067961165	0.0129449838	0	0.4	0	0	0	0	0.4	0.75	0.75	0.4498381877	1	0.0161812298	0.3	0.9117647059	0.0588235294	0	0.1176470588	0	0.15	0.35	0.05	0.15	0	0.1	0.25	0.2	0.0652173913	0.0434782609	0.05	0.85	0.5	0.003236246	0.512195122	2.9505248918	1.1149354812	0.0166666667	0.3166666667	0.0333333333	0.045	0.0333333333	0.1083333333	0.0916666667
EN_1_344	en	rltc	stu	17	0.0294117647	0	0.0049019608	0.2916666667	0.0416666667	0.2916666667	0	0	0.4583333333	1.1666666667	0.2083333333	0.4509803922	0.9892473118	0.0343137255	0.25	0.8636363636	0.1136363636	0	0.2727272727	0.0416666667	0.0416666667	0.375	0	0	0.0416666667	0	0	0.0416666667	0.0625	0.046875	0.125	1.0384615385	0.3846153846	0.0049019608	0.5185185185	3.4280974623	1.1783471194	0.0888278388	0.1185897436	0.0320512821	0.0824175824	0.0128205128	0	0.0695970696
EN_5_2	en	rltc	stu	15.0441176471	0.0518084066	0.0009775171	0.0019550342	0.6029411765	0.0294117647	0.1470588235	0	0	0.3382352941	0.8529411765	0.2205882353	0.4408602151	0.9868708972	0.0107526882	0.3382352941	0.8	0.1769230769	0.0307692308	0.1615384615	0	0.0588235294	0.2205882353	0.0588235294	0.0294117647	0	0.1029411765	0.0294117647	0.1617647059	0.0465116279	0.015503876	0.1617647059	0.8235294118	0.3970588235	0.0058651026	0.5306122449	3.2238639827	1.2328592004	0.0710959384	0.262657563	0.0113970588	0.1296743697	0.0113970588	0.0073529412	0.1033088235
EN_3_14	en	rltc	stu	28.7333333333	0.0139211137	0.0023201856	0.0023201856	0.8	0	0.3333333333	0	0	0.2666666667	2.0666666667	1.6	0.3573085847	0.9935483871	0	0.0666666667	0.5641025641	0.2051282051	0.1538461538	0.4615384615	0.1333333333	0.0666666667	0.2	0.0666666667	0.0666666667	0	0	0	0	0	0.0256410256	0.2	1.4666666667	0.4666666667	0.0092807425	0.6216216216	3.5216707914	1.4468526206	0.1305555556	0.2583333333	0.0416666667	0	0.025	0.0083333333	0.0805555556
EN_1_174	en	rltc	stu	22.7	0.018722467	0.0044052863	0.0022026432	0.725	0.1	0.3	0.05	0	0.5	1.625	0.975	0.4504405286	0.9714964371	0.0099118943	0.15	0.7659574468	0.1489361702	0.0425531915	0.2127659574	0	0.1	0.575	0.025	0.225	0.025	0.125	0.25	0.075	0.0496453901	0.0212765957	0.2	1.25	0.375	0.013215859	0.6597938144	3.4366519982	1.6122623193	0.1042261905	0.1875198413	0.0283630952	0.0758630952	0.0200297619	0.0219742063	0.0522916667
EN_3_5	en	rltc	stu	24.8571428571	0.0249042146	0.0114942529	0.0019157088	0.8571428571	0.0952380952	0.2380952381	0.0476190476	0	0.8571428571	1.0476190476	0.1904761905	0.3275862069	0.9243243243	0.0019157088	0.0476190476	1.2424242424	0.1212121212	0.0303030303	0.0606060606	0	0.1428571429	0.6666666667	0.1428571429	0.0952380952	0.0476190476	0.2380952381	0	0.0476190476	0.0181818182	0.0545454545	0.0952380952	1	0.3333333333	0.0095785441	0.7058823529	3.401677873	1.5442029265	0.0952380952	0.1329931973	0.0555555556	0.1247165533	0.0555555556	0.022675737	0.0321995465
EN_1_307	en	rltc	stu	23.65	0.0147991543	0.0126849894	0.0021141649	0.65	0	0.2	0	0	0.5	1.9	0.7	0.4312896406	0.9855072464	0.0126849894	0.35	0.9024390244	0.1219512195	0.0487804878	0.2195121951	0.1	0	0.55	0	0.15	0	0.15	0	0.1	0.1060606061	0.0606060606	0.15	1.2	0.3	0.0021141649	0.6976744186	3.2425932521	1.487039097	0.0266666667	0.4171428571	0.035	0.0285714286	0.035	0.1016666667	0.0071428571
EN_1_182	en	rltc	stu	21.2957746479	0.0138888889	0.0026455026	0.001984127	0.6056338028	0.014084507	0.1971830986	0.014084507	0	0.3943661972	1.6056338028	0.8732394366	0.4861111111	0.9959349593	0.0125661376	0.323943662	0.7960526316	0.1381578947	0.0592105263	0.1381578947	0.0281690141	0.1971830986	0.323943662	0.0704225352	0.0704225352	0.0422535211	0.0985915493	0.0704225352	0.1690140845	0.1218487395	0.0210084034	0.1126760563	1.2394366197	0.3802816901	0.0099206349	0.7530864198	3.291075881	1.6006330599	0.0854460094	0.3322556551	0.0571098307	0.0204225352	0.0424384692	0.0232394366	0.0741575717
EN_1_384	en	rltc	stu	30.5333333333	0.0109170306	0.0021834061	0	0.8	0.0666666667	0.2666666667	0	0	0.3333333333	2.2	0.8666666667	0.3471615721	1	0.0043668122	0.1333333333	1.0454545455	0	0	0.5454545455	0.1333333333	0	0.2	0	0.0666666667	0	0.0666666667	0.2666666667	0.1333333333	0.0416666667	0.0416666667	0.1333333333	0.6666666667	0.6666666667	0.0152838428	0.6774193548	3.3786760799	1.821323977	0.0166666667	0.2011111111	0.0444444444	0.0166666667	0.0444444444	0.0333333333	0.0133333333
EN_1_245	en	rltc	stu	35.0555555556	0.0158478605	0	0.0031695721	1.2777777778	0	0.3333333333	0	0	0.3333333333	2.6111111111	1.4444444444	0.4548335975	0.9566666667	0.0190174326	0.2222222222	0.6197183099	0.1549295775	0.014084507	0.0985915493	0	0.1666666667	1.2222222222	0.3333333333	0.2222222222	0	0.1111111111	0.2777777778	0.3888888889	0.1368421053	0	0.6111111111	2.2631578947	0.3157894737	0.0158478605	0.7014925373	4.1379540247	1.8838647536	0.0662907268	0.1404135338	0.0309106099	0.0744152047	0.0058479532	0.0350877193	0.1043024227
EN_1_337	en	rltc	stu	24.0952380952	0.0059288538	0.0019762846	0.0039525692	0.6666666667	0.0476190476	0.2380952381	0	0	0.4285714286	1.1904761905	1.619047619	0.3913043478	0.99	0.0059288538	0.2380952381	0.976744186	0.1162790698	0.0465116279	0.1162790698	0	0.1428571429	0.3333333333	0.1428571429	0	0	0.0476190476	0.0476190476	0.0476190476	0.0727272727	0.0909090909	0.0952380952	1.1904761905	0.2380952381	0	0.7962962963	3.5834243994	1.559719635	0.0833333333	0.1964285714	0.0476190476	0.0555555556	0.0476190476	0.0476190476	0.1924603175
EN_2_121	en	rltc	stu	24.3076923077	0.0379746835	0	0	0.5384615385	0.2307692308	0.0769230769	0.0769230769	0	0.3846153846	1.6923076923	1	0.4303797468	0.9855072464	0	0.2307692308	0.6875	0.21875	0.03125	0.25	0	0	0.6153846154	0.0769230769	0.0769230769	0.0769230769	0	0.1538461538	0.0769230769	0.023255814	0	0.1538461538	2	0	0.003164557	0.6486486486	3.613340492	1.6831194276	0.0833333333	0.1634615385	0.0192307692	0.0096153846	0.0192307692	0.0256410256	0.1762820513
EN_1_385	en	rltc	stu	22.5217391304	0.0154440154	0.0038610039	0.0019305019	0.9130434783	0.0434782609	0.1304347826	0	0	0.6086956522	1.7826086957	1	0.4285714286	0.9779735683	0.0135135135	0.1304347826	0.9230769231	0.0769230769	0.1025641026	0.1025641026	0.0434782609	0.1739130435	0.0869565217	0	0	0	0	0	0.0869565217	0.0540540541	0.0135135135	0.0434782609	0.6956521739	0.6086956522	0.0154440154	0.6486486486	3.3146172325	1.5735409091	0.0413043478	0.2188405797	0.0956521739	0.0398550725	0.0724637681	0.0246376812	0.0797101449
EN_1_355	en	rltc	stu	27.6666666667	0.0120481928	0	0	0.4666666667	0.0666666667	0.4	0	0	0.4666666667	1.1333333333	0.5333333333	0.4289156627	1	0.0072289157	0.2666666667	0.619047619	0.3333333333	0.0238095238	0.119047619	0	0	0.2	0.0666666667	0.0666666667	0	0.0666666667	0	0	0.0666666667	0.0222222222	0.0666666667	1.8	0.3333333333	0.0072289157	0.7777777778	3.7799518142	1.491125663	0.0335978836	0.1455026455	0	0.0412698413	0	0	0.0857142857
EN_1_208	en	rltc	stu	16.1063829787	0.0739762219	0.000660502	0.001321004	0.585106383	0.0744680851	0.1063829787	0	0	0.3404255319	0.6808510638	0.2978723404	0.4187582563	0.9591527988	0.0085865258	0.1595744681	0.8461538462	0.1593406593	0.032967033	0.0769230769	0.0106382979	0.0531914894	0.3191489362	0.0319148936	0.0531914894	0	0.0319148936	0.0425531915	0.1063829787	0.0566037736	0.0377358491	0.1382978723	1.0212765957	0.4255319149	0.0099075297	0.3819095477	3.0109567743	1.2416325343	0.0159574468	0.2242021277	0.0160460993	0.0488475177	0.0139184397	0.0262411348	0.089893617
EN_6_3	en	rltc	stu	28.75	0.0144927536	0.0072463768	0.0014492754	0.7916666667	0.0833333333	0.25	0	0.0833333333	0.4583333333	1.4583333333	1.0833333333	0.3463768116	0.967611336	0.0086956522	0.25	0.7121212121	0.1212121212	0.1060606061	0.1818181818	0	0.2083333333	0.7916666667	0.125	0.125	0.0416666667	0.0416666667	0.0833333333	0.0833333333	0.0277777778	0	0.3333333333	1.6666666667	0.2916666667	0.0057971014	0.7166666667	3.3342223903	1.7141460715	0.094462482	0.1393398268	0.0441152597	0.0434027778	0.0441152597	0.0548791486	0.0736291486
